longitude,latitude,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name
-95.1238,32.2083,3659.5,135.0,18.9,153.9,21.5,36.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,75.0,BHT-C,,Harrison,1.0,75.0,,,,,8.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,440.0,134.15,Smith
-94.66508,32.42289,3415.89,135.0,,153.53,21.04,38.79,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,92.58,BHT-C,,Harrison,1.0,92.58,,,,,,,,,,,,,,,88.09,Harrison County
-94.6943,30.6938,4450.3,134.4,19.1,153.5,22.3,29.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,58.0,BHT-C,,Harrison,2.0,63.0,,,,,6.75,,,"Comstock Oil & Gas, Inc.",Oil or Gas Well,Unknown,Sunflower,,KB,289.5,88.26,Polk
-94.64038,32.44578,3384.1,135.0,,153.46,20.99,39.14,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,93.4,BHT-D,,Harrison,1.0,93.4,,,,,,,,,,,,,,,94.49,Harrison County
-94.54873,32.38811,3705.83,134.44,,153.43,20.99,35.74,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,86.74,BHT-C,,Harrison,1.0,86.74,,,,,,,,,,,,,,,,Rusk County
-94.67123,32.31925,3340.34,135.0,,153.35,21.17,39.57,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,94.53,BHT-C,,Harrison,1.0,94.53,,,,,,,,,,,,,,,103.94,Rusk County
-95.0971,32.1556,3640.9,134.4,18.9,153.3,21.5,36.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,74.0,BHT-C,,Harrison,1.0,74.0,,,,,11.5,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,509.0,155.18,Smith
-95.1303,32.163,3720.7,133.9,19.0,152.9,21.5,35.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,72.0,BHT-C,,Harrison,1.0,72.0,,,,,9.0,,,Southwestern Energy Prod. Co,Gas Well,Unknown,Overton  ,Cotton Valley,KB,428.0,130.49,Smith
-94.3075,30.9293,3664.6,133.9,18.9,152.8,21.9,35.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,70.0,BHT-C,,Harrison,1.0,70.0,,,,,,,,"Davidson, et al. I-Herbert Neyland, et al. (section 1, no. 6; ties A, no. 23)",Oil or Gas Well,Unknown,,,,,,Tyler
-94.62677,32.41775,3365.53,133.89,,152.3,21.02,39.01,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,93.07,BHT-C,,Harrison,1.0,93.07,,,,,,,,,,,,,,,,Harrison County
-95.1006,32.1582,3673.8,133.3,19.0,152.3,21.5,35.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,73.0,BHT-C,,Harrison,1.0,73.0,,,,,12.0,,,Southwestern Energy,Gas Well,Unknown,Overton ,,KB,495.0,150.91,Smith
-95.1292,32.2002,3628.4,133.3,18.9,152.2,21.5,36.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,74.0,BHT-C,,Harrison,1.0,74.0,,,,,9.0,,,Southwestern Energy,Gas Well,Unknown,Overton,,KB,428.0,130.49,Smith
-94.67531,32.33389,3749.0,151.67,,152.0,21.15,34.9,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,84.14,BHT-C,,Harrison,1.0,84.14,,,,,,,,,,,,,,,,Rusk County
-94.68249,32.37545,3447.69,133.33,,151.93,21.11,37.94,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,90.62,BHT-C,,Harrison,1.0,90.62,,,,,,,,,,,,,,,100.28,Gregg County
-95.0995,32.1917,3828.4,132.8,19.1,151.9,21.5,34.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,70.0,BHT-C,,Harrison,1.0,70.0,,,,,8.0,,,Southwestern Energy,Gas Well,Unknown,Overton,,KB,413.0,125.91,Smith
-94.60641,32.41122,3413.69,133.33,,151.86,21.01,38.33,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,91.53,BHT-C,,Harrison,1.0,91.53,,,,,,,,,,,,,,,,Harrison County
-94.5332,32.44297,3889.04,132.78,,151.85,20.91,33.67,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.39,82.6,BHT-C,,Harrison,1.0,82.6,,,,,,,,,,,,,,,103.02,Harrison County
-95.063,32.1939,3594.8,132.8,18.9,151.7,21.5,36.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,74.0,BHT-C,,Harrison,1.0,74.0,,,,,6.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,423.0,128.96,Smith
-94.4729,30.5361,3566.8,132.8,18.8,151.6,22.3,36.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.96,71.0,BHT-C,,Harrison,1.0,71.0,,,,,,,,"Shell I-Kirby Lbr. Co. 104A, Well 1 ",Oil or Gas Well,Unknown,,,,,,Tyler
-94.2837,32.348,3503.2,132.8,18.7,151.5,21.0,37.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,76.0,BHT-C,,Harrison,1.0,76.0,,,,,12.75,,,Penn Virginia Oil & Gas Corp,Gas Well,Unknown,North Carthage,,KB,299.0,91.16,Harrison
-94.7635,30.5052,3504.9,132.8,18.7,151.5,22.58,37.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.92,71.0,BHT-C,,Harrison,3.0,58.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.017,30.5526,3207.3,133.3,18.0,151.3,22.8,40.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,79.0,BHT-C,,Harrison,1.0,79.0,,,,,,,,King & DeLange I-Langham G.U. ,Oil or Gas Well,Unknown,,,,,,San Jacinto
-94.927,30.8531,3852.4,132.2,19.1,151.3,22.4,33.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.98,66.0,BHT-C,,Harrison,1.0,66.0,,,,,10.5,,,Pogo Producing Co,Oil Well,Unknown,Four Seasons,,KB,304.0,92.68,Polk
-94.3905,30.8278,3917.7,132.2,19.1,151.3,22.0,33.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,65.0,BHT-C,,Harrison,1.0,65.0,,,,,,,,Anadarko Petroleum,Gas Well,Unknown,Austin Chalk,,DF,383.0,116.77,Tyler
-94.82366,32.53559,3879.28,132.22,,151.29,21.0,33.59,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,81.15,BHT-C,,Harrison,1.0,81.15,,,,,,,,,,,,,,,116.13,Gregg County
-94.52967,32.43123,3876.76,132.22,,151.29,20.92,33.63,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.39,82.47,BHT-C,,Harrison,1.0,82.47,,,,,,,,,,,,,,,94.49,Harrison County
-94.69041,32.58534,3755.25,132.22,,151.24,20.85,34.72,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,84.1,BHT-C,,Harrison,1.0,84.1,,,,,,,,,,,,,,,108.81,Harrison County
-94.77383,32.42725,3384.1,132.78,,151.23,21.11,38.45,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,91.99,BHT-C,,Harrison,1.0,91.99,,,,,,,,,,,,,,,105.46,Gregg County
-94.60998,32.45552,3690.72,132.22,,151.19,20.95,35.29,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,85.47,BHT-C,,Harrison,1.0,85.47,,,,,,,,,,,,,,,,Harrison County
-95.1193,32.2266,3658.8,132.2,18.9,151.1,21.4,35.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,73.0,BHT-C,,Harrison,1.0,73.0,,,,,9.0,,,"Antero Resources II, LP",Gas Well,Unknown,Overton ,,KB,425.0,129.57,Smith
-94.82131,32.56314,3398.0,151.11,,151.0,20.96,38.27,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,91.6,BHT-C,,Harrison,1.0,91.6,,,,,,,,,,,,,,,,Gregg County
-95.0816,32.2028,3563.1,132.2,18.8,151.0,21.5,36.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,75.0,BHT-C,,Harrison,1.0,75.0,,,,,6.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,537.0,163.72,Smith
-94.53929,32.39758,3242.13,132.78,,150.85,20.97,40.06,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,95.47,BHT-C,,Harrison,1.0,95.47,,,,,,,,,,,,,,,73.46,Rusk County
-94.8708,32.1226,3422.3,132.2,18.5,150.7,21.5,37.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,77.0,BHT-C,,Harrison,1.0,77.0,,,,,16.0,,,The Houston Exploration Co,Gas Well,Unknown,East Henderson ,Cotton Valley,KB,479.0,146.04,Rusk
-94.52658,32.46067,3750.21,131.67,,150.69,20.88,34.61,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.38,84.42,BHT-C,,Harrison,1.0,84.42,,,,,,,,,,,,,,,94.49,Harrison County
-94.59217,32.44221,3380.32,132.22,,150.67,20.96,38.37,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,91.63,BHT-C,,Harrison,1.0,91.63,,,,,,,,,,,,,,,,Harrison County
-94.61129,32.32665,3690.09,131.67,,150.64,21.11,35.1,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,84.7,BHT-C,,Harrison,1.0,84.7,,,,,,,,,,,,,,,,Rusk County
-94.59916,32.38988,3358.92,132.22,,150.62,21.03,38.58,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,92.07,BHT-C,,Harrison,1.0,92.07,,,,,,,,,,,,,,,,Gregg County
-95.1004,32.1523,3647.6,131.7,18.9,150.6,21.5,35.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,73.0,BHT-C,,Harrison,1.0,73.0,,,,,12.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,471.0,143.6,Smith
-95.1043,32.1446,3658.2,131.7,18.9,150.6,21.5,35.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,72.0,BHT-C,,Harrison,1.0,72.0,,,,,7.0,,,Dale Operating Co,Gas Well,Unknown,Overton  ,Cotton Valley,KB,449.0,136.89,Smith
-94.83413,32.51575,3380.95,131.67,,150.11,21.03,38.18,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,91.51,BHT-C,,Harrison,1.0,91.51,,,,,,,,,,,,,,,,Gregg County
-94.9829,32.6803,3696.3,131.1,19.0,150.1,20.9,35.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,72.0,BHT-C,,Harrison,1.0,72.0,,,,,4.0,,,Peak Energy Corp,Gas Well,Unknown,Wildcat,,KB,413.85,126.17,Upshur
-95.0455,32.1329,3753.7,131.1,19.0,150.1,21.5,34.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,12.0,,,Valence Operating,Gas Well,Unknown,Overton,,KB,434.0,132.32,Cherokee
-95.1071,32.1481,3672.6,131.1,19.0,150.1,21.5,35.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,72.0,BHT-C,,Harrison,1.0,72.0,,,,,5.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton ,,KB,473.0,144.21,Smith
-95.0982,32.15,3660.4,131.1,18.9,150.0,21.5,35.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,72.0,BHT-C,,Harrison,1.0,72.0,,,,,4.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton ,,KB,493.0,150.3,Smith
